STOP_ON_FIRST_ERROR;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATH;/Temp/CIQUAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TYPE;bcpg:rawMaterial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DISABLED_POLICIES;rep:reportEntityAspect;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAPPING;NutDatabaseFrench;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COLUMNS;bcpg:code;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer total;Cuivre;Zinc;Sélénium;Iode;Protéines;Protéines brutes (N x 6.25);Glucides;Sucres;Energie kJ, étiquetage;Energie kcal, étiquetage;Amidon;Energie kJ;Energie kcal;Polyols totaux;Fibres alimentaires;Eau;Lipides;AG saturés;AG monoinsaturés;AG polyinsaturés;Rétinol;Bêta-carotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B12 ou Cobalamines;Vitamine B9 ou Folates totaux;Alcool (éthanol);Acides organiques;Cholestérol
VALUES;CIQUAL26041;56;49,7;273;462;22,2;0,00764;1,63;0,047;0,431;348;150;29,9;29,9;;0;576;136;0;576;136;0;0;66,8;1,83;0,787;0,307;0,663;8;0;1,83;0,32;0;0,052;0,062;16,4;0,125;0,469;2,57;40,6;0;0;43,5
VALUES;CIQUAL27026;42,6;0;159;290;0;0;1,1;0;0;26,2;0;17;17;;0;363;86;0;363;86;0;0;78,4;2;0;0;0;0;0;12,2;0;0;0;0;3,65;0;0;1,05;0;0;0;0
VALUES;CIQUAL27015;0;0;0;0;0;0,027;0;0,03;0,562;3;8;20;20;;0;525;125;0;525;125;0;0;75;4,99;1,03;1,93;1,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL27014;52,6;28,1;260;361;52,9;0,0252;0,346;0,0327;0,554;21;15;22,4;22,4;;0;565;135;0;565;135;0;0;69,3;4,99;1,22;1,93;1,64;19,2;0;11;1;0;0,2;0,12;4,2;1,58;0,35;5;10;0;0;63,5
VALUES;CIQUAL27007;0;0;0;0;0;0,027;0;0,03;0,562;3;6;19;19;;0;508;121;0;508;121;0;0;75;4,99;1,03;1,93;1,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL27006;0;0;0;0;0;0,027;0;0,03;0,562;3;6;22,8;22,8;;0;572;136;0;572;136;0;0;71;4,99;1,03;1,93;1,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL26094;9;62;260;340;62;0;0,6;0,05;0,3;0;30;22,7;22,7;;0;515;122;0;515;122;0;0;72,7;3,5;0,857;1,35;1,15;0;0;0;0;0;0,06;0,14;2,4;0,66;0,242;0;0;0;0;0
VALUES;CIQUAL4102;31,5;22,5;43;352;32,5;0,382;0,705;0,127;0,26;0;3;1,69;1,69;16,3;6,11;334;79,1;6,14;334;79,1;0;2,9;78;0,145;0,0325;0,0005;0,0625;0;10500;0;0;16,2;0,0815;0,0765;1,01;0,732;0,226;0;6;0;0;0
VALUES;CIQUAL4006;0;0;0;0;0;0;0;0;0;1,6;3;1,87;1,87;19,1;0,7;379;89,5;17,6;379;89,5;0;1,8;77;0,22;0,026;0,002;0,043;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL4021;749;23,6;60,2;168;27,8;0,33;1,45;0,1;0,87;1;8;3,35;3,35;34,8;0;1370;328;0;1370;328;0;0,5;41;19,4;3,39;4,97;10,2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL4005;252;27,7;106;754;23,8;0,157;0,9;0,117;0,363;2,2;5;4,6;4,6;30;0;1060;254;24,9;1060;254;0;3,9;47,4;12;4,11;3,5;0,5;2;3;0,5;5,03;19;0,113;0,059;2,57;0,43;0,367;0,04;36,2;0;0;0
VALUES;CIQUAL4010;62,6;26,3;110;518;12,4;0,22;0,963;0,24;0,67;0,005;14,3;3,49;3,49;26,6;0,637;969;232;25,9;969;232;0;3,05;53,9;11,7;4,09;3,28;0,468;0;3;0;0;9,8;0,102;0,031;1,64;0,606;0,214;0;22,5;0;0;0,5
VALUES;CIQUAL4004;622;73,3;97;1260;27,1;0,321;1,06;0,205;0,783;5;87,5;5,59;5,59;48,7;1,03;2290;550;47,6;2290;550;0;4,1;2,29;36,1;14,5;14;2,66;2;0;0;5,33;31,8;0,147;0,074;4,89;0,625;0,471;0;51;0;0;0,5
VALUES;CIQUAL4003;39;17,3;37,2;279;10,5;0,0762;0,253;0,0779;0,149;10;0,03;2;2;15,8;0,51;319;75,2;15,8;319;75,2;0;2,05;78,9;0,22;0,026;0,002;0,043;0;2;0;0,06;7,96;0,0945;0,04;1,73;0,565;0,268;0;13;0;0;0,1
VALUES;CIQUAL4016;155;79,4;177;1650;73;0,327;2,03;0,403;1,13;1,6;2,12;10,9;10,8;65,8;3,24;1480;350;62,6;1480;350;0;8;8,07;3,02;1,84;0,142;0,27;8,5;10;0;1;22,3;0,19;0,243;6,35;1,31;1,03;0;30;0;0;2
VALUES;CIQUAL4013;243;27,9;111;550;25,2;0,184;1;0,1;0,582;2,2;3;3,6;3,6;20,7;0;720;172;0;720;172;0;3,9;62,7;7,44;2,49;2,85;1,47;0;3;0;0,2;13;0,13;0,03;2,2;0,5;0,2;0;28;0;0;0
VALUES;CIQUAL4002;1,43;21,6;50;391;9,48;0,146;0,35;0,0944;0,236;2,2;3;1,96;1,96;20;1,7;389;91,7;0;389;91,7;0;1,5;75,4;0,1;0,026;0,002;0,043;0;0;0;0;12,8;0,105;0,021;1,4;0,555;0,301;0;9;0;0;0
VALUES;CIQUAL4019;120;14,5;59,1;260;29,4;0,1;0,41;0,06;0,295;0,96;5,15;2,4;2,4;14,6;1,3;326;77,1;11,5;326;77,1;0;2,25;79,5;0,515;0,319;0,16;0,0153;6;3;;0,05;13,1;0,02;0,08;1,2;0,28;0,17;0,1;4;0;0;1,52
VALUES;CIQUAL4018;176;14,9;34;263;30,3;0,0678;0,22;0,0609;0,224;1;5;2;1,99;12,6;0,885;383;91,3;11,7;383;91,4;0;1,4;79,2;3,35;2,37;0,695;0,155;41;5,5;0,39;0,45;5;0,16;0,02;0,5;0,36;0,3;;24;0;0;11,5
VALUES;CIQUAL4027;40,6;28,1;111;550;12,3;0,218;0,908;0,214;0,598;0,27;14,3;2,7;2,7;27,4;0,49;691;164;20;691;164;0;2,8;61;4,25;1,96;0,576;0,0742;0;3;0;0,19;13,3;0,128;0,031;2,22;0,522;0,184;0;28;0;0;0
VALUES;CIQUAL18220;2,23;1,58;0;60;12,5;0,0018;0;0,039;0,0259;2,2;1;0,175;0,175;1,55;0;110;26;0;110;26;0;2,8;90,9;;;;;0;7;0;0;12;0,02;0,005;0;0;0,015;0;0;0;4,5;0
VALUES;CIQUAL18017;2,39;2,24;4,03;24,8;3,82;0,016;0,0956;0,00524;0,0316;10;1;0,12;0,12;61,9;58,9;1060;250;0;1060;250;0;0;37,2;0,05;0,00098;0,00112;0,00225;0;16;0;0;11,8;0,0117;0,005;0,05;0,0467;0,0167;0;21,5;0,169;0,5;0
VALUES;CIQUAL23430;1670;23,7;97;175;110;1;1,1;0;3,18;5;17,5;8,25;9,05;79,4;0;1610;380;50,1;1600;377;0;3,1;2,3;2,25;0,215;1,02;0,925;0;50;0;0,074;0;0,09;0,05;1,7;0,42;0,08;0;12,4;0;0;0
VALUES;CIQUAL11007;199;22;21,3;12,7;265;0;1,65;0;0,2;0;5;87,6;87,6;0;0;1490;351;0;1490;351;0;0;10,9;0,1;0,038;0,0455;0,0015;0;0;0;0;0;0;0,035;0;0;0,003;0;0;0;0;0
VALUES;CIQUAL23412;690;12,8;60;116;16,5;1;1;0,068;1;5;10;7,5;8,22;58,3;0;2110;505;41,5;2100;503;0;0,9;4,9;26,4;6,54;9,97;8,84;2;114;0,2;1,7;0;0,05;0,05;0,39;0,4;0,05;0,03;8;0;0;0,5
VALUES;CIQUAL23426;627;15;68;88;90;0;1,5;0;0;0;13;5,8;5,8;43,1;1,05;2346;564;42,1;2346;564;0;2;7,3;40,5;27,2;9,26;1,91;180;0;0,62;2,2;0;0,14;;1,1;0,1;0,07;0;7;0;0;118
VALUES;CIQUAL23422;627;11,9;60;90,1;18,6;0,3;0,6;0,1;0,3;0;2;5,85;6,41;48,8;;2150;517;46;2140;515;0;8,5;3,94;31;13,9;10,9;2,37;0;115;0;4;0,5;0,04;0,04;0,65;0,29;0,04;0;0,8;0;0;4,7
VALUES;CIQUAL10005;550;32;140;100;120;0;2,8;0,42;5,7;0;60;18,1;18,1;0,3;0;331;78,1;0;331;78,1;0;0;79,2;0,5;0,1;0,1;0,1;0;0;0;0;0;0;0,05;1,1;0;0;0;0;0;0;72
VALUES;CIQUAL10012;660;24;310;130;210;0,35;1,7;0,16;0,6;17;41;9,4;9,4;25,2;;1100;262;25,2;1100;262;0;0,7;49,8;13,6;2,27;4,73;6,05;0;0;0;0;0;0,11;0,04;1,2;0,26;0,09;1;0;0;0;110
VALUES;CIQUAL26187;2230;101;148;159;120;0,14;2,8;0,17;1,95;46;8;23,9;23,9;2,7;2,7;573;136;0;573;136;0;0;60,2;3,26;1,04;0,691;1,36;11;0;2,4;1,1;0;0,04;0,2;2,75;0,41;0,18;15,3;37;0;0;105
VALUES;CIQUAL26000;4450;144;288;239;296;0,145;3,4;0,17;2,35;4;30;26,4;26,4;;0,2;761;182;0;761;182;0;0;55,1;8,45;3,08;3,54;1,4;31;0;0,85;0,58;0;0;0,175;3,85;0,315;0,185;16;18;0;0;37,8
VALUES;CIQUAL26005;0;0;0;0;0;0,07;0;0,04;0,8;8;117;25;25;2,5;;746;178;0;746;178;0;0;61;7,52;2,23;1,42;3,26;0;0;0;1,6;0;0,485;0,071;0,08;0,28;0,08;5,45;25;0;0;0
VALUES;CIQUAL26007;290;21;200;230;120;0,21;0,8;0,05;0,4;18;250;14,7;14,7;12;0;830;198;0;830;198;0;0,7;59,9;10;1,67;3,48;4,45;0;0;0;0;0;0,08;0,08;2,8;0,26;0,24;1;0;0;0;36,2
VALUES;CIQUAL26142;446;10,2;145;130;10;0,1;3,05;0,4;2;77,9;368;4,85;4,85;;0;1730;419;0;1730;419;0;0;45,7;44,4;9,63;21,3;11,7;4170;0;54,3;4,96;4;0,04;0,6;3,28;0,535;0,15;15,7;263;0;0;210
VALUES;CIQUAL26090;760;23;180;340;22;0,01;0,1;0,03;0,3;28;260;19;19;;0;345;81,4;0;345;81,4;0;0;78,3;0,6;0,1;0,1;0,2;0;0;0;0;0;0,04;0,12;3,6;0,25;0,35;2;9;0;0;36
VALUES;CIQUAL26013;1590;34,8;155;226;62,4;0,1;1;0,1;0,6;28;40;16,5;16,5;;0;595;142;0;595;142;0;0;68,3;8,49;2,37;1,37;4,4;12;0;22;1,35;0;0,04;0,225;3,45;0,55;0,37;11,8;8;0;0;49,9
VALUES;CIQUAL26232;1630;27,4;125;173;59,2;0,1;0,9;0,1;0,5;17;20;15,1;15,1;;0;804;194;0;804;194;0;0;62,6;14,8;3,12;2,11;5,93;12;0;14,5;0,96;0;0,04;0,197;2,25;0,41;0,28;9,4;10;0;0;49,9
VALUES;CIQUAL26010;1090;12;149;74;38;0,0463;3,56;120;0,56;46;69;16,5;16,5;2,7;2,01;830;199;0,69;830;199;0;0;61,2;13,6;2,37;7,14;3,59;33;0;13,1;2,46;0;0,0967;0,21;1,4;0,29;0,17;5,91;2,93;0;0;48,3
VALUES;CIQUAL26016;0;0;0;0;0;;0;0,01;0,5;73;25;16;16;9,6;0;959;230;0;959;230;0;0,7;60,5;14;1,55;7,53;2,54;0;0;0;0,1;0;0,1;0,1;3,8;0,29;0,14;1;13;0;0;0
VALUES;CIQUAL26087;898;41,4;191;312;28,1;0,02;0,88;0,09;0,68;35,4;108;20,5;20,5;;0;1040;250;0;1040;250;0;0;59;18,7;4,09;9,8;6,3;38,6;0;8;0,25;0;0,14;0,306;8,32;0,568;0,458;6;14,8;0;0;105
VALUES;CIQUAL26097;415;20,1;112;181;123;0,11;1,24;0,11;1,13;30,4;18,7;18,9;18,9;;0;858;206;0;858;206;0;0;64,5;14,5;3,15;4,79;5,29;21,5;0;5,52;0,791;;0,045;0,241;4,42;0,273;0,199;9,72;0;0;0;57,4
VALUES;CIQUAL26096;405;26,7;127;180;22,9;0,04;1,26;0,09;0,64;5;20;16,9;16,9;1,5;1,5;875;210;0;875;210;0;0;64,3;15,2;3,92;2,5;7,09;38;0;7,3;1,63;0;0,051;0,15;5,1;0,23;0,245;8,2;0;0;0;71,5
VALUES;CIQUAL26086;250;24;162;310;82;0,06;1;0,12;1,05;33,2;55,4;16,4;16,4;;0;861;207;1;861;207;0;0,2;67,9;15,7;3,37;6,4;3,8;31;0;4,7;1,94;0;0,07;0,2;4,78;0,675;0,252;7,75;6;0;0;56
VALUES;CIQUAL26024;2320;13,7;42;110;64,9;0,0194;0,35;0,089;0,842;20,7;74;26;26;;0;479;113;0;479;113;0;0;67,4;1,01;0,132;0,14;0,352;2;;1,25;0,55;0;0,04;0,052;0,47;0,16;0,075;2,2;23,5;0;0;0
VALUES;CIQUAL8295;537;21;310;227;40,1;0,05;9;0,05;0,6;13;250;13;13;2,79;;770;185;2,79;770;185;0;0,2;65,9;13,5;4,32;1,99;0,761;34;;3;0,87;;0,02;0,2;4,1;0,32;0,26;9;23;0;0;78
VALUES;CIQUAL26004;973;12,5;192;124;37,9;0,1;0,9;0,1;0,8;8;60;19,2;19,2;;0;605;144;0;605;144;0;0;68,4;7,52;2,23;1,42;3,26;287;0;2,33;1,6;0,5;0,04;0,071;0,16;0,28;0,08;5,45;25;0;0;276
VALUES;CIQUAL8292;738;22,7;66;157;183;0,05;2,3;0,05;1,2;13;310;10,8;10,8;3,5;0;1030;248;0;1030;248;0;0;60,8;21,2;0,348;0,161;0,0296;15;205;1,2;4;0;0,045;0,106;1,6;0,32;0,12;1,05;23;0;0;37,3
VALUES;CIQUAL26027;290;29;280;310;250;0,11;2,5;0,16;1,3;30;64;16,7;16,7;;0;584;140;0;584;140;0;;70,2;8,1;1,7;2,2;3,4;7;0;14;2,56;0;0,01;0,33;5,9;0,85;0,27;13;0;0;0;56
VALUES;CIQUAL26054;386;21,2;164;312;28,1;0,0416;0,4;0,051;0,257;6,9;79,5;10,6;10,6;3,61;0;460;110;0;460;110;0;0,4;76,4;5,82;2,15;0,648;0,2;19;0;1,13;2,31;0;0,086;0,086;1,77;0,245;0,174;1,53;34,5;0;0;28
VALUES;CIQUAL26028;428;22,2;190;260;49,1;0,144;0,767;0,0694;0,376;21;84,3;13,2;13,2;18;0;1060;254;15,2;1060;254;0;1,55;52,1;14;3,04;4,95;4,9;1;0;0;0;0;0,11;0,07;1,12;0,32;0,15;1,18;21,4;0;0;36,2
VALUES;CIQUAL8081;443;21;130;222;14;0,1;0,4;0,1;0,4;20;10;13,6;13,6;3,4;3,4;959;231;0;959;231;0;0;62,8;18,1;2,87;8,75;5,74;6;0;2,5;4,65;0;0,056;0,108;4,25;0,42;0,24;2,15;19;0;0;29,9
VALUES;CIQUAL8082;409;25,5;121;202;18,4;0,1;0,7;0,1;0,5;8;6;15,6;15,6;1,7;1,7;927;223;0;927;223;0;0;63,5;17,1;2,2;7,89;6,3;5;0;1,2;7,09;0;0,222;0,07;9,1;0,16;0,36;2,6;27;0;0;44,9
VALUES;CIQUAL26040;291;467;530;357;798;0,16;3,3;0,1;2,2;11;15;24,3;24,3;;0;828;198;0;828;198;0;0;60,1;11,2;3,13;3,84;3,65;4;0;10,8;1,9;0;0,04;0,154;7,1;0,69;0,36;13,7;12;0;0;47,6
VALUES;CIQUAL26034;341;38,1;342;374;613;0,19;2,45;0,129;1,99;49;70,6;26,4;26,4;;0;926;222;0;926;222;0;0;55,8;12,9;3,33;4,28;3,32;11,5;0;7,13;1,25;0;0,01;0,182;7,06;0,712;0,262;13,8;8;0;0;60,4
VALUES;CIQUAL26231;282;37;262;357;108;0,1;2,3;0,1;2;46;40;24,9;24,9;;0;1030;246;0;1030;246;0;0;60,5;16,3;4,55;5,58;5,31;2,5;0;7,4;2,1;0;0,04;0,23;7,3;0,75;0,4;13,6;0;0;0;0
VALUES;CIQUAL26035;315;35,8;386;410;404;0,24;2,75;0,16;2,1;37;30;15,8;15,8;;0;650;156;0;650;156;0;0;68,2;10,3;0,933;2,9;3,2;6,5;0;10,2;2,76;0;0,02;0,28;6,44;0,5;0,35;14;13;0;0;76
VALUES;CIQUAL26037;1440;34,4;223;477;8,34;0,0132;0,304;0,0536;0,294;24,4;40;21,8;21,8;;0;708;169;0;708;169;0;0;64,8;9,11;2,33;3,11;3,17;7,5;8;2,97;2,03;0;0,16;0,17;8,8;0,87;0,28;4,53;2;0;0;53,6
VALUES;CIQUAL26046;670;12,3;54,5;58;17,1;0,0326;0,483;0,28;1,33;8,3;8,86;8,65;8,65;11,8;0;427;101;9,7;427;101;0;0;73,8;2,15;0,214;1,2;0,654;28;0;0,5;1,1;;0,01;0,06;0,2;0,07;0,02;0,855;2;0;0;10,8
VALUES;CIQUAL8293;582;7,4;79;96;18,6;0,1;1;0,1;1,2;5;10;6,92;6,92;10;0;2240;544;3,3;2240;544;0;0;29,3;52,9;3,6;31,3;15,8;5;53;0,96;9;0,5;0,103;0,095;0,57;0,64;0,084;2,7;16;0;0;65,2
VALUES;CIQUAL8291;405;19;66;210;30,5;0,1;0,4;0,1;0,4;13;25;10;10;5,5;1,5;1040;252;4;1040;252;0;0;66,3;21,1;2,15;5,3;3,68;15;205;1,2;4;0,5;0,045;0,106;1,6;0,32;0,12;1,05;23;0;0;37,3
VALUES;CIQUAL26071;130;29,8;200;295;6,5;0,0264;1,12;0,2;0,554;67,4;14;25,8;25,8;;0;964;231;0;964;231;0;0;57,9;14,2;1,57;2,3;4,8;3,7;0;3,56;2,25;0;0,0267;0,0848;16,8;0,207;0,51;5;5;0;0;44,1
VALUES;CIQUAL26181;283;26,1;195;245;1,5;0,1;1,3;0,1;0,4;68;1;26,4;26,4;;0;487;115;0;487;115;0;0;70,4;1,04;0,374;0,197;0,425;22;0;6,1;1,08;0;0,04;0,045;10,6;0,16;0,4;2,05;0;0;0;60,7
VALUES;CIQUAL26078;0;0;0;0;0;0,05;0;0,05;0,4;68;18;30,4;30,4;;0;780;186;0;780;186;0;0;61,3;7,1;1,7;1,51;3,61;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL26179;270;35,9;196;331;1;0,1;0,5;0,1;0,4;11;6;31,3;31,3;;0;835;199;0;835;199;0;0;60,8;8,18;1,41;3,9;1,3;4;0;0,86;1,75;0;0,04;0,051;15,6;0,16;0,63;2,45;5;0;0;40,1
VALUES;CIQUAL26077;41,1;34,3;307;390;1,33;0,02;1,01;0,22;0,54;0;40;30;30;;0;704;167;0;704;167;0;0;64;5,24;1,89;0,994;2,15;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL26039;285;26,9;159;222;7,82;0,00247;0,925;0,0462;0,494;55,7;10,6;24,5;24,5;;0;448;106;0;448;106;0;0;72,2;0,858;0,417;0,1;0,2;4,07;0;4,86;0,827;0;0,04;0,0696;13,8;0,29;0,47;4;4;0;0;50,5
VALUES;CIQUAL27029;1270;31,4;227;412;2,7;0,1;0,4;0,1;0,4;23;40;23,4;23,4;;0,9;718;171;0;718;171;0;0;61,7;8,65;2,62;2,17;3,51;51;0;5,2;2,3;0;0,208;0,081;7,1;2,05;0,667;3,2;26;0;0;47,9
VALUES;CIQUAL9081;17;28,2;116;102;18,9;0,507;0,72;0,287;0,477;10;1;5,1;5,47;30,4;0,6;655;155;11,6;649;153;0;2,58;60,7;0,66;0,134;0,092;0,408;0;0;0;0,1;0;0,05;0,05;0,66;0,27;0,05;0;13,9;0;0;0,331
VALUES;CIQUAL51511;2;30,4;55;95,5;19,6;1;1;1;1;5;10;2,1;2,25;13,9;0;320;75,9;12,1;318;75,3;0;3,5;79,6;0,48;0,0882;0,0678;0,222;0;50;0;0,074;0;0,05;0,05;1,6;0,24;0,06;0;18;0;0;0
VALUES;CIQUAL51510;4,2;114;258;512;50,3;3,6;5,2;1;3,6;5;10;9,11;9,77;56,7;0;1360;324;38,7;1350;321;0;19,3;11;2,17;0,399;0,307;1;0;50;0;0,074;0;0,24;0,09;6,96;0,82;0,14;0;68,2;0;0;0
VALUES;CIQUAL9105;38,6;10;35;41,7;11,1;0,1;0,1;0,1;0,1;5;5;2,91;3,06;31,1;0,055;641;151;28,5;638;151;0;0,82;63,5;1,44;0,56;0,074;0,091;0;0;0;0;0;0,07;0,019;0,395;0,15;0,05;0;9,03;0;0;0
VALUES;CIQUAL9104;117;11,4;38;29,9;8,17;0,216;0,381;0,182;0,421;2,9;59,6;2,49;2,62;28,7;0,09;571;135;26;569;134;0;1,1;66,5;0,927;0,255;0,0748;0,0645;0;0;0;;0;0,05;0,012;0,29;0,1;0,05;0;5,33;0;0;0,302
VALUES;CIQUAL9103;205;49,6;117;51,3;19,8;0,901;1;0,12;0,634;2,2;10;3,5;3,68;31,7;0,45;659;156;28,5;656;155;0;2,16;61;1,1;0,172;0,314;0,31;0;50;0;0,074;0;0,06;0,05;0,05;0,33;0,05;0;12;0;0;0
VALUES;CIQUAL9102;2,88;104;237;235;11,9;2,35;1,4;0,463;1,82;2,2;10;6,85;7,2;73,3;0,657;1500;354;62;1490;353;0;3,6;12,3;2,8;0,574;0,911;1;0;50;0;0,475;0;0,425;0,06;5,3;1,1;0,09;0;48,5;0;0;0
VALUES;CIQUAL9110;3,5;54,5;156;75,4;19,8;1;1;0;1;5;10;3,4;3,57;28,2;0;598;141;27;595;141;0;4;63,1;0,69;0,123;0,137;0,153;0;50;0;0,074;0;0,11;0,05;0,05;0,29;0,44;0;9;0;0;0
VALUES;CIQUAL9109;11;130;372;288;13,4;2;1;1;2,1;5;10;8;8,4;70,6;0;1490;352;58,4;1480;350;0;4,5;12,4;3;0,535;0,595;0,664;0;50;0;0,52;0;0,26;0,06;1,7;1,1;0,12;0;15;0;0;0
VALUES;CIQUAL9111;4,9;53,2;189;139;16,4;1;1;0,121;2;5;10;6,5;6,83;40,3;0,73;847;200;28,5;842;199;0;3,1;48,8;0,58;0,049;0,05;0,213;0;50;0;0,074;0;0,17;0,07;0,76;0,32;0,15;0;27;0;0;0
VALUES;CIQUAL9108;2,7;90,1;317;298;6,95;1,1;1;1;3,7;5;10;11,1;11,7;69,3;2,5;1460;344;64;1450;342;0;5,9;11,5;0,94;0,142;0,145;0,616;0;50;0;0,074;0;0,41;0,15;3,5;1,1;0,24;0;49;0;0;0
VALUES;CIQUAL25600;437;11,8;35;302;28,7;0,109;0,374;0,0719;0,246;10;2;0,98;0,98;2,28;1,74;584;142;0,539;584;142;0;3,2;78,3;13,6;1,02;7,73;3,67;2;8;0,5;3,4;25,2;0,04;0,04;0,38;0,28;0,193;0,08;28;0;0;0,1
VALUES;CIQUAL25605;785;9,8;64,1;212;19,9;0,134;1,6;0,169;0,4;1,79;2,46;2,1;2,1;5,95;2,11;303;72,8;0,991;303;72,8;0;1,84;84,4;4,1;0,54;2,78;0,374;0;747;0;1,08;6,67;0,0559;0,213;1,84;0,882;0,0884;0;19,6;0;0;0
VALUES;CIQUAL25617;190;13,6;21;217;25,3;0,111;0,384;0,0536;0,153;1,61;3,39;0,877;0,877;2,58;1,57;509;123;0,358;509;123;0;1,53;82;11,8;1,09;5,06;3,32;0,153;1510;0,173;3,53;5,87;0,0357;0,0316;0,442;0,203;0,0598;0,00299;28,6;0;0,132;0,0806
VALUES;CIQUAL25616;42,8;15,9;24,7;271;25,4;0,132;0,441;0,061;0,187;1,62;1,33;1,06;1,06;2,92;2,01;124;29,8;0,239;124;29,8;0;1,96;91,9;1,05;0,163;0,606;0,185;0,196;1930;0,049;3,33;7,5;0,0438;0,0386;0,556;0,252;0,0747;0;33,3;0;0,169;0,0793
VALUES;CIQUAL25602;500;18,9;0;250;28,1;0;1,9;0;0,9;0;0;8,1;8,1;8,7;0;570;136;0;570;136;0;2,7;72,6;7,1;0,491;0,862;0,569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL25619;408;23,3;69,4;193;26,5;0,153;0,953;0,0852;0,532;5,3;3,13;5,81;5,81;11,2;2,38;546;131;7,92;546;131;0;1,83;73;6,54;0,176;0,291;0,205;11;494;0,122;1,18;12,3;0,064;0,0572;1,77;0,277;0,142;0,144;18,4;0;0;11,3
VALUES;CIQUAL25615;51;11;37;84;14;0,2;0,6;0,06;0,4;0;4;2,6;2,6;12,3;2;544;130;10;544;130;0;2,1;75,4;7,4;0,948;4,62;1,43;7;1180;0;1,95;21;0,04;0,02;0,4;0;0,09;0;16;0;0;6
VALUES;CIQUAL25606;529;15;52;254;19;0,101;0,65;0,118;0,31;0;0;2,68;2,68;9,87;0;527;127;0;527;127;0;1,3;76;8,2;1,43;2,07;3,74;29;36;0;0;10;0,077;0,06;0,89;0,534;0,141;0;7;0;0;68
VALUES;CIQUAL25614;431;13,1;66,6;143;23,3;0,1;0,43;0,1;0,3;17,7;5;4,5;4,5;22,5;1;634;151;15,1;634;151;0;1,7;65,5;4,35;0,456;2,23;1,26;2;79,5;0,5;1,63;4,48;0,058;0,045;2,65;0,14;0,127;0,425;33,5;0;0;6,5
VALUES;CIQUAL25601;500;25,8;88,4;235;20;0,1;1,1;0,1;0,65;0;2;8,48;8,48;5,55;0;513;123;4,1;513;123;0;2,7;74,8;6,84;0,558;3,18;1,76;2;0;0,5;1,6;2,75;0,04;0,053;4,45;0,16;0,29;1,45;31;0;0;19,2
VALUES;CIQUAL25608;414;26,2;66,5;207;21,2;0,297;0,904;0,12;0,466;10;2;4,3;4,3;19,2;0,6;626;149;15;626;149;0;1,4;67,7;5,83;0,538;3,3;1,27;0;0;0;1,68;14,5;0,09;0,04;0,825;0;0,09;0;17;0;0;0,1
VALUES;CIQUAL25414;537;21,3;142;198;91,3;0,2;1,2;0,1;2,1;0;15;13,7;14;25,4;5,24;1100;262;19,6;1090;261;0;1;46,3;11,5;4,63;5,01;1,36;50;55;0,1;0;0,4;0,32;0,19;3,51;0,417;0,374;1,31;7;0;0;25
VALUES;CIQUAL25418;754;18,9;0;216;219;0;0;0;1,7;0;5;10,5;10,5;24,9;0;1230;293;0;1230;293;0;1,24;45,6;16,6;8,54;5,85;1,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL25542;515;19,5;189;154;200;0,204;1,27;0,0693;1,1;10,9;16,1;13,6;13,6;17;1,37;1100;264;14,8;1100;264;0;1,12;50,7;15,5;5,31;6,42;1,98;141;69,8;0,598;0,784;0,014;0,166;0,221;1,19;0,484;0,0348;0,548;17,4;0;0;172
VALUES;CIQUAL25400;643;23;171;195;245;0,286;0,78;0,0756;1,42;2,2;11,1;15,2;15,2;21,9;0;1180;282;0;1180;282;0;1,12;44,4;14,6;5,63;3,71;1,22;44,5;0;0,15;0,55;0,02;0,2;0,16;1,55;0,37;0;0,39;23,1;0;0;24,8
VALUES;CIQUAL25415;461;20,2;161;184;104;0,2;1,4;0,15;2,9;6,6;15;14,9;14,9;21,6;0;1240;297;19,8;1240;297;0;1;43,8;16,7;6,74;7,66;0,571;34;0;0,5;1,35;0,9;0,089;0,147;2,99;0,345;0,203;0,99;28,9;0;0;48,4
