COLUMNS;id;bcpg:hierarchy1;bcpg:hierarchy2;bcpg:suppliers;cm:name;bcpg:legalName;Energie kJ, étiquetage;Energie kcal, étiquetage;Energie kJ;Energie kcal;Eau;Protéines;Protéines brutes (N x 6.25);Glucides;Lipides;Sucres;Amidon;Fibres alimentaires;Alcool (éthanol);Polyols totaux;Acides organiques;AG saturés;AG monoinsaturés;AG polyinsaturés;AG 4:0, butyrique;AG 6:0, caproïque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stéarique;AG 18:1 9c (n9), oléique;AG 18:2 9c,12c (n6), linoléique;AG 18:3 c9,c12,c15 (n3), alphalinolénique;AG 20:4 5c,8c,11c,14c (n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c (n3), EPA;AG 22:6 4c,7c,10c,13c,16c,19c (n3), DHA;Cholestérol;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Rétinol;Bêtacarotène;Vitamine D;Activité vitaminique E (en équivalents alphatocophérol);Vitamine K1;Vitamine K2;Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B9 ou Folates totaux;Vitamine B12 ou Cobalamines
VALUES;25533;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich baguette, porc, crudités (tomate, salade), mayonnaise;Sandwich baguette, porc, crudités (tomate, salade), mayonnaise;1120;267;1120;267;44;10,9;10,9;31,1;10,6;2,38;28,8;1,86;0;0;;2,25;2,54;4,75;0,00000567;0;0,00117;0,000688;0,00765;0,0176;0,435;0,307;2,33;3,62;0,322;0;0,00885;0,00619;29,5;449;19,2;125;178;21,6;0,301;0,979;0,0909;0,998;10,4;12,3;1,68;111;0,05;3,14;;;3,11;0,205;0,103;1,67;0,367;0,157;19,9;0,448
VALUES;25476;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise;Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise;1090;258;1090;258;43,2;10,1;10,1;34,1;8,54;2,62;31,5;2,21;0;0;;1,68;2,66;3,34;0,00000338;0;0,00209;0,00162;0,00833;0,0152;0,551;0,223;2,39;2,61;0,235;0,00382;0,00457;0,0078;23,3;513;20,2;96,7;167;27,4;0,351;1,04;0,142;0,714;9,39;12,7;1,84;111;0,069;2,56;;;3,61;0,0695;0,0663;1,85;0,405;0,147;20,4;0,0797
VALUES;25536;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich baguette, salami, beurre;Sandwich baguette, salami, beurre;1580;379;1580;379;28;11,8;11,8;33,9;21,4;2,04;31,9;1,82;0;0;;10,7;8,16;2,39;0,357;0,249;0,153;0,346;0,322;1,1;5,41;2,37;6,98;1,48;0,178;0;0,00313;0;43,8;1070;17,5;133;160;25,3;0,362;1,41;0,105;1,39;6,85;5,08;45,9;20;0,335;0,306;;;0;0,15;0,104;1,7;0,465;0,143;14,4;0,54
VALUES;25520;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich baguette, saucisson sec, beurre;Sandwich baguette, saucisson sec, beurre;1570;375;1570;375;26,6;13,7;13,7;35,4;19,4;2,21;33;1,92;0;0;;9,36;6,44;1,83;0,357;0,249;0,153;0,338;0,32;1,04;4,52;1,94;5,51;1,32;0,12;0,0438;0,00547;0,00474;50,5;1060;22,2;129;224;29,1;0,36;1,09;0,117;1,34;3,56;5,13;70,9;20;0,115;0,427;;;1;0,316;0,124;2,77;0,415;0,235;18;0,3
VALUES;25488;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich baguette, saumon fumé, beurre;Sandwich baguette, saumon fumé, beurre;1120;265;1120;265;37,4;11;11;41,4;5,6;2,69;38,7;2,4;0;0;;2,39;1,43;1,15;0,118;0,0821;0,0521;0,111;0,108;0,425;1,16;0,3;0,849;0,403;0,0563;0,00854;0,325;0,204;15,8;742;21,8;118;178;26,5;0,388;0,909;0,147;0,597;11,2;22,3;26,1;7,2;2,28;0,702;;;2,84;0,104;0,0623;2,39;0,379;0,229;21,3;0,905
VALUES;25431;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich baguette, thon, crudités (tomate, salade), mayonnaise;Sandwich baguette, thon, crudités (tomate, salade), mayonnaise;1150;274;1150;274;43;10,2;10,2;32,1;11,3;1,4;30,5;1,78;0;0;;2,37;2,57;5,46;0,0000145;0,000008;0,00169;0,000851;0,00868;0,0146;0,4;0,231;2,47;4,17;0,373;0,00494;0,0107;0,0342;24,6;514;19,5;90;160;26,8;0,307;0,835;0,0789;0,526;11,3;15,1;49,1;132;0,733;4,05;;;2,63;0,051;0,0546;2,73;0,284;0,126;19;0,631
VALUES;25429;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich grec ou Kebab, baguette, avec crudités;Sandwich grec ou Kebab, baguette, avec crudités;1090;261;1090;261;45,6;12,5;12,5;27,8;10,6;3,07;24,7;2;0;0;;4,26;3,31;0,63;;;;;0,131;0,335;1,98;;2,96;0,573;0,0572;;;;32;456;23,6;117;352;23,2;0,3;2,7;0,1;2,2;10;4,87;1;62;0;0,2;;;2;0,09;0,11;2,3;0,4;0,13;15;0,88
VALUES;25428;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich grec ou Kebab, pita, avec crudités;Sandwich grec ou Kebab, pita, avec crudités;974;233;974;233;51,8;17,2;17,2;15,5;10,8;1,34;14,2;2,3;0;0;;3,57;3,9;0,81;;;;;0,134;0,343;2,03;;3,04;0,673;0,0671;;;;47,3;365;24;;358;28,4;0,2;1;0,2;2,15;;3;;;;;;;;;;;;;;
VALUES;25544;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich pain de mie, garnitures diverses;Sandwich pain de mie, garnitures diverses;1100;260;1100;260;39,2;9,81;9,81;40,9;5,98;;;1,88;0;0;;2,56;1,56;1,25;0,117;0,0792;0,0517;0,107;0,106;0,315;1,06;0,341;1,25;0,92;0,1;0,000602;0,00555;0,00364;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUES;25434;CIQUAL;Sandwichs;Table Ciqual 2013;Sandwich panini, jambon cru, mozzarella, tomates;Sandwich panini, jambon cru, mozzarella, tomates;1020;243;1020;243;46,6;11,3;11,3;30;8,35;;;1,4;0;0;;3,79;3;0,967;0,15;0,075;0,0541;0,126;0,108;0,384;1,98;0,85;2,49;0,717;0,0916;0,0221;0,00132;0,00186;;493;16,9;;184;97;;1,1;;1,3;;;;;;;;;;;;;;;;
VALUES;11040;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Câpres;Câpres;123;29,2;123;29,2;88,8;2,48;2,48;2,1;0,48;1,26;0;2,35;0;0;0,63;0,122;0,0365;0,157;0;0;0;;0;0,000294;0,1;0,0212;;;;;0;0;0;2240;33;15;140;29,5;0,078;1,28;0,374;0,26;;;0;41,5;0;0;24,6;;10,6;0,024;0,0695;0,526;0,027;0,0465;30,5;0
VALUES;11004;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Cornichon, au vinaigre;Cornichon, au vinaigre;116;27,5;116;27,5;94,9;1,2;1,2;3;0,345;2,4;0,6;1,9;0;0;1,25;0;0,002;0,073;0;0;0;;0;0;0;0;;;;;0;0;0;551;9,78;19,3;108;32,3;0,0933;0,657;0,15;0,277;2,06;0,4;0;164;0;0,65;15,7;;0,222;0,04;0,04;0,145;0,17;0,038;16,3;0
VALUES;25620;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Guacamole;Guacamole;752;182;752;182;71,5;2;2;4,6;16,6;1,2;1;3,2;0;0;;2,96;11,3;1,75;0,0185;0,0001;0,0001;0,0215;0,026;0,0835;2,78;0,18;9,16;1,51;0,138;0,0001;;;3,3;423;26,7;27;439;18;0,2;0,6;0,2;0,4;0,6;8,43;2;100;0,5;2,4;;;14;0,094;0,089;1,42;0,88;0,28;50,7;0
VALUES;11112;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Harissa (sauce condimentaire);Harissa (sauce condimentaire);315;75,5;315;75,5;77,9;2,7;2,7;7,1;2,9;;0,5;5,1;0;0;;;;;;;;;;;;;;;;;;;;1120;47,2;63;710;78,1;1;3,1;1;1;5;43,5;;4000;;4,5;;;31,9;0,05;0,21;0,05;0,52;0,26;28;
VALUES;25621;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Houmous;Houmous;1180;285;1180;285;53,2;6,79;6,79;9,29;23,4;0,27;6,34;5;0;0;;1,29;4,45;2,86;0;0;0;0;0;0,004;0,881;0,223;4,45;1,66;0,16;0;0;0;0;429;54;143;199;42,7;0,67;1,97;0,35;1,44;;2;0;2;0;1,1;3;;4,45;0,143;0,0553;0,694;0,21;0,299;71;0
VALUES;11008;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Ketchup;Ketchup;505;119;505;119;66,3;2,25;2,25;26,6;0,1;18,3;6,1;1,37;0;0;;0;0,0196;0,0764;0;0;0;;0;0;0;0;0,0196;0,0637;0,0127;0;0;0;0;1400;20,3;36,8;490;21,4;0,101;0,779;0,0786;0,124;10;1,45;0;560;0;1,5;2,8;;15;0,047;0,084;1,21;0,182;0,136;6,67;0
VALUES;11054;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Mayonnaise (70% MG min.);Mayonnaise (70% MG min.);2930;712;2930;712;17;1,48;1,48;2,92;77,1;1,6;1,32;0,052;0;0;;16,8;18,2;39;0,0001;0;0;0;0,1;0,0753;4,44;1,5;18,2;30,1;2,71;;0,1;0,1;94,6;458;3,08;23;34,9;10,3;0,0456;0,6;0,0152;0,21;7,3;30;8,5;80;0,5;28,9;75;;0,5;0,04;0,04;0,14;0,23;0,031;16;0,39
VALUES;11031;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Mayonnaise à l'huile de tournesol;Mayonnaise à l'huile de tournesol;2990;727;2990;727;15,9;1,51;1,51;1,92;79,3;1,5;0;0;0;0;;16,1;17,6;45,6;0,0001;0,0001;0,0001;0,0001;0,0001;0,0001;5,05;11,2;17,6;46,4;1,03;0,0001;0;0;116;368;3,08;23;34,9;10,3;0,0456;0,6;0,0152;0,21;7,3;30;8,5;80;0,5;27,6;;;0,5;0,04;0,04;0,14;0,23;0,031;16;0,39
VALUES;11012;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Mayonnaise allégée en matière grasse;Mayonnaise allégée en matière grasse;1420;344;1420;344;55,3;1,28;1,28;5,62;35,2;;2,8;0;0;0;;3,4;14;16,4;0;0;0;0;0;0,0366;2,33;1;10,9;15,3;1,05;0;0;0;23,8;782;17,7;26,3;70;47,4;0,1;0,4;0,1;0,12;5;5,4;0;;0,5;9,84;0;;0;0,04;0,032;0,08;0,205;0,04;21,2;0,14
VALUES;51502;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Meloukhia, sauce, artisanale;Meloukhia, sauce, artisanale;867;211;867;211;67,7;1,1;1,1;0,25;21;;0,5;8,4;0;0;;;;;;;;;;;;;;;;;;;;378;37,3;7,1;179;81,8;1;1,9;1;1;5;10;;83;;9,15;;;;0,05;0,09;0,05;0,27;0,05;28,4;
VALUES;11013;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Moutarde;Moutarde;683;165;683;165;68,1;7,08;7,08;2,38;14;0,86;0,63;1;0;0;;0,739;5,62;2,45;0;0;0;0;0,007;0,0106;0,436;0,154;2,37;1,45;0,986;0;0,0113;0;0,35;2360;77,9;196;216;91,2;0,67;3,83;0,17;1,34;16;22,1;0;29;0;1,05;1,8;;38,2;0,165;0,085;0,661;0,185;0,067;18;0
VALUES;13032;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Olive noire, entière ou dénoyautée, en saumure;Olive noire, entière ou dénoyautée, en saumure;663;162;663;162;68,5;0,92;0,92;1,71;14;0;;12,5;0;0;;1,42;8,14;1,62;0;0;0;0,0000561;0,000784;0,00683;0,995;0,365;7,85;1,52;0,101;0;0;0;0,1;886;70,4;10,2;8;58,4;0,0526;3,3;0,154;0,13;5,4;4,5;0;237;0;2;1,4;;0,9;0,003;0;0,037;0,015;0,009;0;0
VALUES;13033;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Olive verte, entière ou dénoyautée, en saumure;Olive verte, entière ou dénoyautée, en saumure;595;145;595;145;75,2;1,02;1,02;1,32;13,9;0;0,1;5,1;0;0;;1,99;9,74;1,31;0;0;0;0;0;0,0126;1,63;0,298;9,25;0,972;0,073;0;0;0;0;1680;24,5;13,9;39,3;36;0,055;0,665;0,21;0,42;0,9;4,5;0;231;0;1,99;1,4;;0;0;0;0;0,02;0,02;6,4;0
VALUES;13147;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Olives vertes, dénoyautées, fourrées (anchois, poivrons, etc.);Olives vertes, dénoyautées, fourrées (anchois, poivrons, etc.);600;146;600;146;76,2;2,09;2,09;0;14,4;;;4;0;0;;1,46;8,36;1,66;0;0;0;0,0000576;0,000805;0,00701;1,02;0,375;8,06;1,56;0,104;0;0;0;1,4;1110;11,2;14,8;32,9;66,8;0,1;0,3;0,23;0,11;5;27,7;2;;0,5;4,18;;;38,6;0,04;0,021;0,105;0,08;0,04;13,8;0,08
VALUES;11159;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce à la crème;Sauce à la crème;323;77,7;323;77,7;86,2;1,09;1,09;5,75;5,55;0,726;4,9;0,171;0;0;;2,05;1,76;0,355;0,0913;0,0585;0,0357;0,0771;0,105;0,335;1,02;0,324;1,24;0,266;0,0356;0,00425;0,00177;0;12,9;551;5,2;22,5;37,2;20,5;0,0387;0,286;0,0179;0,115;0,257;9,06;27,6;12;0,0117;0,559;;;0,021;0,0114;0,0702;0,25;0,0518;0,016;4,6;0,0355
VALUES;11161;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce à la crème aux épices;Sauce à la crème aux épices;347;83,5;347;83,5;84,7;1,25;1,25;6,37;5,75;0,95;4,95;0,65;0;0;;1,86;1,07;0,119;0,0913;0,0585;0,0357;0,0771;0,104;0,332;0,888;0,273;0,6;0,0472;0,0184;0,00412;0,00177;0;13,3;517;8,1;25,6;56,5;26,6;0,17;0,71;0,0265;0,14;0,37;10,8;28,8;14,5;0,015;0,555;;;0,5;0,0125;0,071;0,285;0,05;0,025;4,8;0,035
VALUES;11162;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce à la crème aux herbes;Sauce à la crème aux herbes;322;77,4;322;77,4;86;1,15;1,15;5,66;5,49;0,75;4,8;0,4;0;0;;1,89;1,09;0,156;0,0913;0,0585;0,0357;0,0771;0,104;0,333;0,902;0,288;0,623;0,0472;0,0257;0,00412;0,00177;0;12,7;555;6;23,8;48,5;27;0,069;0,59;0,026;0,135;0,265;11,1;26,6;79,5;0,01;0,58;;;2,2;0,0135;0,0725;0,275;0,055;0,025;6,95;0,035
VALUES;11163;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce aigre douce;Sauce aigre douce;450;106;450;106;73,2;0,6;0,6;23,4;1;16,1;1;1,23;0;0,0108;;0,0274;0,24;0,66;0;0;0;0;0;0;0;0,0109;0;0;0,000353;0;0;0;0;289;12;15;48;13;0,12;0,6;0,1;0,11;0,4;1,9;0;0;0;1,29;;;6;0,03;0,03;0,53;0,11;0,07;11;0
VALUES;11158;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce au beurre;Sauce au beurre;759;184;759;184;75,3;0,81;0,81;4,15;18,2;2,2;1,95;0,1;0;0;;11,9;4,93;0,633;0,75;0,523;0,318;0,697;0,659;2,07;5,47;1,39;3,92;0,29;0,0842;;0,00691;0;51,4;543;4,3;24;55,8;26,3;0,1;0,25;0,1;0,1;0,4;2;117;76;3,2;0,47;;;0,5;0,073;0,04;0,16;0,16;0,044;22;0,08
VALUES;11132;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce au curry;Sauce au curry;413;98,7;413;98,7;77,2;1,02;1,02;12;9,73;5,9;1,9;1,44;0;0;;1,22;1,97;2,31;0,003;0,003;0,012;0,0103;0,055;0,0318;1,13;0,03;1,97;2,3;0,0027;0,0001;0;0;7,5;401;11,9;11,1;138;22,4;0,2;0,5;0,2;0,2;5;10;10;;3,35;2,8;;;1,05;0,08;1,7;0,3;0,16;0,135;22,9;0,14
VALUES;11165;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce au fromage;Sauce au fromage;462;111;462;111;80,2;4,46;4,46;4,86;8,1;0,517;4,34;0,5;0;0;;4,2;2,22;1,36;0,195;0,0985;0,0522;0,179;0,101;0,371;2,33;0,879;1,29;0,106;0,03;0,00574;0;0;24;637;7,5;103;41,1;122;0,015;0,155;0,019;0,66;0,7;15,3;59,5;;0,03;0,7;;;0,2;0,008;0,087;0,132;0,102;0,0185;6;0,115
VALUES;11182;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce au poivre;Sauce au poivre;1470;355;1470;355;51,9;1,04;1,04;7,68;35,2;;1,3;1,9;0;0;;3,65;9,92;20,3;0;0;0;0;0,0352;0,0207;2,11;1,24;9,17;20,2;0,0376;0;0;0;21,5;673;4,1;25;44,3;18,7;0,1;0,4;0,1;0,1;5;48,5;;;0,5;4,22;;;0,5;0,234;0,04;0,29;0,195;0,04;20,5;0,08
VALUES;11164;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce au vin rouge;Sauce au vin rouge;233;55,8;233;55,8;87,6;0,811;0,811;6,37;2,22;2,47;2,66;0,46;0,88;0;;1,21;0,457;0,0932;0,0714;0,0498;0,0302;0,0663;0,0634;0,185;0,497;0,174;0,344;0,0455;0,00924;0,00006;0,000626;0;4,86;678;9,99;19,3;90;13,1;0,111;0,561;0,123;0,112;0,155;9,27;14,1;;0,028;0,465;;;2,5;0,0218;0,0727;0,537;0,0885;0,0485;9,62;0,024
VALUES;11166;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce au yaourt;Sauce au yaourt;432;104;432;104;80,1;3,7;3,7;6,3;6,91;4,37;0,623;0,804;0;0;;1,34;4,72;0,465;0,0261;0,0165;0,0101;0,0238;0,0279;0,089;0,874;0,261;4,34;0,405;0,046;0;0,000229;0;3,01;510;21,3;92,5;230;141;0,134;0,777;0,0465;0,499;2,67;14,3;7,61;;0,0374;0,741;;;8,02;0,0489;0,177;0,262;0,346;0,102;20;0,0823
VALUES;11160;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce aux champignons;Sauce aux champignons;228;54,5;228;54,5;85,5;0,9;0,9;5,54;6,26;0,7;4,1;0,3;0;0;;0,517;2,3;0,765;0;0;0;0;0,00195;0,00306;0,363;2,13;0,0551;0,0625;0,00992;0,0002;0;0;15,1;360;6,8;38,4;90;17,3;0,1;0,7;0,1;0,26;0,6;9;30;13;0,94;0,585;;;0,5;0,266;0,06;1,3;0,2;0,033;28;0,08
VALUES;11100;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce barbecue;Sauce barbecue;615;145;615;145;60,3;0;0;35,2;0,21;29,1;3,3;1,16;0;0;;0,0124;0,0574;0,132;0;0;0;0;0;0;0;0;0,0574;0,126;0,00615;0;0;0;0;325;12;17;208;12;0,225;0,21;0,079;0,13;1,3;13;0;139;0;;1,8;;0,7;0,01;0,032;0,487;0,037;0,041;2;0
VALUES;11102;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce béarnaise;Sauce béarnaise;2040;496;2040;496;36,6;1,25;1,25;8,54;50,6;2;1,5;0,7;0;0;;4,04;29,3;13,9;0,128;0,0945;0,0001;0,104;0,0758;0,216;2,49;1,07;25,2;8,87;2,98;0,051;0;0,033;66,6;508;4;14;64,7;25,4;0,1;0,4;0,1;0,2;5;30;38;0;0,5;9,77;;;0,5;0,04;0,053;0,16;0,22;0,065;16;0,24
VALUES;11101;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce béchamel;Sauce béchamel;598;144;598;144;80,4;3,08;3,08;7,4;11,3;3,2;3,7;0,2;0;0;;6,57;2,66;0,438;0,0001;0,0001;0,0001;0,125;0,172;0,544;3,5;1,02;2,11;0,318;0,0277;0,00649;0,00056;0,00056;30;327;8,77;33;144;92,2;0,0161;0,1;0,0178;0,273;2,2;25;64;21;0,5;0,17;0,9;;0,5;0,04;0,122;0,27;0,27;0,045;16;0,17
VALUES;11113;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce béchamel, en brique;Sauce béchamel, en brique;411;98,7;411;98,7;81,3;2,52;2,52;7,44;6,32;3,2;3,7;1;0;0;;4,12;1,67;0,275;0,0001;0,0001;0,0001;0,0978;0,125;0,395;3,6;1,18;1,67;0,253;0,0174;0,00344;0,000351;0,000351;30;321;9,2;33;126;83,3;0,1;0,1;0,1;0,3;5;25;64;20;0,5;0,17;;;0,5;0,04;0,122;0,27;0,27;0,045;16;0,17
VALUES;11104;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce de soja;Sauce de soja;186;44;186;44;71,1;4,75;4,75;6,3;0;5,96;0,142;0;0;0,198;0,0008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6260;83,7;155;547;27,3;0,46;1,72;0,0438;0,4;10;1;0;0;0;0;0;;0;0,0563;0,144;3,78;0,336;0,183;14,3;0
VALUES;11105;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce hollandaise;Sauce hollandaise;877;212;877;212;71,2;1,84;1,84;4,65;20,7;;2,4;0,1;0;0;;5,93;8,86;4,73;0,156;0,103;0,224;0,25;0,929;0,785;2,52;0,761;8,7;3,45;1,03;0,021;0;0;116;413;4,6;30;64,5;35,8;0,1;0,5;0,1;0,3;5;50;138;;0,5;1,7;;;9,1;0,04;0,083;0,18;0,36;0,051;19;0,29
VALUES;11106;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce Mornay;Sauce Mornay;586;141;586;141;77,9;5,5;5,5;5,8;10,6;;;0,2;0;0;;3,81;1,31;0,238;0,237;0,157;0,106;0,213;0,21;0,627;1,57;0,479;0,892;0,109;0,0254;0,00108;0,0016;0;;;;;;;;;;;;12,8;;100;;;;;;;;;;;;
VALUES;11157;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce moutarde;Sauce moutarde;997;241;997;241;65,4;1,4;1,4;7,45;22,8;1,4;3,9;0,4;0;0;;14,3;5,36;0,961;0,237;0,626;0,38;0,834;0,79;2,35;5,74;1,77;3,58;0,416;0,16;0,00212;0,00916;0;40,8;940;12,5;36;68,7;34,3;0,1;0,5;0,1;0,3;1,6;4;44;29;0,5;7,4;;;0,5;0,056;0,05;0,26;0,16;0,052;20;0,08
VALUES;11179;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce pesto;Sauce pesto;2130;517;2130;517;31;6,3;6,3;6,4;51,4;6,4;;2;0;0;;6,17;29,8;14,3;0,0001;0,0001;0,0001;0,0001;0,0001;0,211;5,62;0,0001;29,5;13,9;0,236;0,0001;0;0;18,2;1020;47,8;80,3;196;128;0,5;1,5;0,4;1,1;5;5;13;580;0,5;18,3;;;0,5;0,099;0,115;0,62;0,21;0,149;29,7;
VALUES;11114;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce tomate, à la viande;Sauce tomate, à la viande;410;98,3;410;98,3;79,7;4,49;4,49;6,81;5,5;3,8;1,7;1,8;0;0;;1,89;2,22;1,31;0;0;0,005;0,0024;0,00353;0,114;0,986;0,505;1,55;0,544;0,0439;0,00121;0,000852;0;16,8;594;26,3;40;400;22,9;0,112;0,934;0,0972;0,848;10;8;16;415;0,5;1,64;;;7,55;0,175;0,0785;1,42;0,22;0,166;24;0,31
VALUES;11107;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce tomate, sans viande;Sauce tomate, sans viande;310;73,7;310;73,7;79,8;1,8;1,8;11,6;3,8;2,46;;1,5;0;0;;0,224;0,118;0,291;0;0;0;0;0,00168;0,00168;0,142;0,0245;0,118;0,279;0,013;0;0;0;0;668;19,2;39;439;22,8;0,103;0,817;0,0755;0,233;1;5;0;259;0;;2,8;;5,45;0,027;0,093;0,852;0,309;0,0785;11;0
VALUES;11110;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce vinaigrette (50 à 75% d'huile);Sauce vinaigrette (50 à 75% d'huile);1940;473;1940;473;47,4;0;0;0,1;52,5;0;0;0;0;0;;5,86;13,8;30,8;0;0;0;0;0;0,05;3,67;2,13;13,8;15,4;1,1;0;0;0;0;382;4,6;0;8;14,2;0,0235;0;0,0118;0,0334;2,2;1;0;0;0;;98,8;;0;0;0;0;0;0;0;0
VALUES;11108;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile);Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile);2670;650;2670;650;22,8;0,3;0,3;0,1;72,1;0,1;0;0;0;0;;7,57;41,4;3,95;0;0;0;0,00007;0,00049;0,00626;5,73;1,69;38,3;3,53;0,4;0;0,000794;0;0;924;14;11;45;9,09;0,0378;0,3;0,0195;0,0279;2,2;1;0;80;0;3,64;;;0;0;0;0;0;0;0;0
VALUES;11109;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Sauce vinaigrette allégée en MG (25 à 50% d'huile);Sauce vinaigrette allégée en MG (25 à 50% d'huile);1030;250;1030;250;69,1;0,4;0,4;3,77;25,9;0;2,3;0;0;0;;2,89;6,83;15,2;0;0;0;0;0;0,0241;1,81;1,05;6,83;7,58;0,545;0;0;0;0,5;828;4,45;12;16,5;50,4;0,1;0,25;0,1;0,1;5;29,5;0;0;1,8;9;0;;0,5;0,04;0,04;0,105;0,16;0,04;35;0,08
VALUES;11043;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Tapenade;Tapenade;1040;252;1040;252;62,3;1,4;1,4;3,57;25,1;3,56;0;3;0;0;;3,66;17,8;2,63;;;;;;;;;17,8;2,44;0,182;;;;1,6;1020;20;23;258;63;0,05;4,3;0,15;0,4;2,2;4,5;0;162;0;4,49;;;1,05;0;0,09;1,1;0,02;0,02;0;0
VALUES;11018;CIQUAL;Sauces salées et condiments;Table Ciqual 2013;Vinaigre;Vinaigre;98;22,8;98;22,8;92,9;0,133;0,133;0,68;0,15;0,32;0;0;0,0667;0;5,9;0;0;0;0;0;0;;0;0;0;0;;;;;0;0;0;7,67;7,67;12;35,3;7;0,152;0,177;0,0065;0,206;0,1;5;0;0;0;0;0;;0;0;0;0;0;0;0;0
VALUES;11001;CIQUAL;Soupes et bouillons non reconstitués;Table Ciqual 2013;Bouillon de boeuf, déshydraté;Bouillon de boeuf, déshydraté;1020;243;1020;243;3,29;10,2;10,2;20,6;13,3;;20,6;0;0;0;;3,5;2,93;0,271;0;0;0;0;0,0657;0,12;1,79;1,36;2,93;0,23;0,0406;0;0;0;4,8;13200;21,9;127;344;32,7;0,1;0,35;0,12;0,32;4,6;5;0;0;0;2,17;1,6;;0;1,38;0,23;2,09;0,48;0,287;76,3;0,34
VALUES;11041;CIQUAL;Soupes et bouillons non reconstitués;Table Ciqual 2013;Bouillon de légumes, déshydraté;Bouillon de légumes, déshydraté;1100;264;1100;264;4,4;9,66;9,66;20,3;16;;20,3;0,5;0;0;;;;;;;;;;;;;;;;;;;3,2;19100;27;212;557;51,1;0,2;1;0,1;0,8;2,57;5;2;;13,8;2,77;;;0,5;3,69;0,643;4,94;0,925;0,567;180;0,1
